employee_id,month,department,overtime,performance_rating,job_satisfaction,environment_satisfaction,years_with_manager,complaint_from_team,complaint_about_job,volunteering,behavioral_change_flag,true_simulated_risk_pct,left_company
5,2025-11-01,Sales,0,3,3.1,3.4,2.7,0,0,0,0,3.0,0
5,2025-12-01,Sales,0,1,3.3,3.2,2.8,0,1,1,1,4.7,0
6,2025-01-01,Customer Support,0,3,3.8,3.6,5.2,0,1,0,0,3.3,0
6,2025-02-01,Customer Support,1,3,4.0,2.6,5.3,0,0,1,0,3.0,0
6,2025-03-01,Customer Support,1,2,4.6,3.9,5.4,1,0,0,0,3.8,0
6,2025-04-01,Customer Support,1,2,4.1,4.3,5.5,0,0,1,0,1.5,0
6,2025-05-01,Customer Support,0,5,4.0,4.4,5.5,0,1,1,0,1.9,0
6,2025-06-01,Customer Support,1,5,4.3,3.6,5.6,0,0,1,0,2.6,0
6,2025-07-01,Customer Support,1,3,4.0,2.7,5.7,0,0,1,0,2.8,0
6,2025-08-01,Customer Support,0,3,4.3,3.6,5.8,1,0,0,0,2.1,0
6,2025-09-01,Customer Support,0,2,3.3,4.0,5.9,0,1,1,0,1.7,0
6,2025-10-01,Customer Support,0,2,3.6,3.1,6.0,0,0,1,0,1.0,0
6,2025-11-01,Customer Support,0,3,4.3,3.5,6.0,0,0,0,0,1.3,0
6,2025-12-01,Customer Support,0,3,2.8,4.2,6.1,0,0,0,0,1.8,0
7,2025-01-01,Engineering,0,2,2.0,2.4,2.3,0,0,1,0,3.2,0
7,2025-02-01,Engineering,1,2,2.5,3.9,2.4,0,0,0,0,6.7,0
7,2025-03-01,Engineering,0,4,1.6,3.2,2.5,1,1,0,0,17.9,1
8,2025-01-01,Sales,0,1,3.3,3.2,1.7,0,0,0,0,2.5,0
8,2025-02-01,Sales,1,3,4.0,3.8,1.8,0,0,0,0,5.2,0
8,2025-03-01,Sales,0,3,2.8,2.2,1.9,0,0,0,0,5.1,0
8,2025-04-01,Sales,0,4,2.6,3.4,1.9,0,0,0,0,4.5,0
8,2025-05-01,Sales,0,3,3.0,3.3,2.0,0,0,1,0,2.1,0
8,2025-06-01,Sales,0,5,3.2,3.5,2.1,0,0,1,0,2.5,0
8,2025-07-01,Sales,0,3,1.8,3.5,2.2,0,0,1,0,2.9,0
8,2025-08-01,Sales,1,2,2.5,3.2,2.3,1,1,0,0,23.0,0
8,2025-09-01,Sales,0,4,3.0,2.8,2.4,0,0,0,0,4.4,0
8,2025-10-01,Sales,1,4,2.8,3.4,2.5,0,0,1,0,5.7,0
8,2025-11-01,Sales,1,3,2.7,3.5,2.5,0,0,0,0,8.0,0
8,2025-12-01,Sales,0,4,3.0,3.4,2.6,0,0,1,0,2.2,0
9,2025-01-01,Engineering,1,5,3.4,3.4,5.2,0,0,1,0,4.0,0
9,2025-02-01,Engineering,1,4,3.0,3.7,5.3,0,1,1,0,6.9,0
9,2025-03-01,Engineering,1,5,3.3,3.0,5.4,0,0,0,0,7.2,0
9,2025-04-01,Engineering,0,3,2.9,3.6,5.5,0,0,0,0,2.2,0
9,2025-05-01,Engineering,0,3,2.4,3.7,5.5,0,0,0,0,2.5,0
9,2025-06-01,Engineering,0,3,2.7,3.3,5.6,1,0,0,0,4.1,0
9,2025-07-01,Engineering,0,3,3.1,4.6,5.7,0,0,1,0,0.9,0
9,2025-08-01,Engineering,0,2,2.5,3.4,5.8,0,1,1,0,2.7,0
9,2025-09-01,Engineering,0,3,3.0,3.6,5.9,0,0,0,0,2.0,0
9,2025-10-01,Engineering,0,3,3.1,3.3,6.0,0,0,0,0,2.1,0
9,2025-11-01,Engineering,1,3,3.2,4.2,6.0,0,0,1,0,2.3,0
9,2025-12-01,Engineering,0,2,2.2,4.2,6.1,1,1,0,0,5.9,0
10,2025-01-01,Engineering,0,2,3.5,2.8,2.5,0,0,0,0,2.8,0
10,2025-02-01,Engineering,0,3,3.4,2.1,2.6,0,1,1,0,4.8,0
10,2025-03-01,Engineering,0,2,4.0,3.3,2.7,0,0,0,0,2.0,0
10,2025-04-01,Engineering,1,4,4.5,3.1,2.8,0,0,1,0,3.4,0
10,2025-05-01,Engineering,0,3,3.8,1.6,2.8,0,0,0,0,3.9,0
10,2025-06-01,Engineering,0,4,4.8,2.2,2.9,1,0,0,0,4.4,0
10,2025-07-01,Engineering,0,3,3.4,1.5,3.0,0,0,0,0,4.5,0
10,2025-08-01,Engineering,1,4,3.0,2.1,3.1,0,0,0,0,11.4,0
10,2025-09-01,Engineering,0,2,3.6,2.8,3.2,0,0,1,0,1.5,0
10,2025-10-01,Engineering,0,3,3.0,2.3,3.2,1,1,0,0,12.2,0
10,2025-11-01,Engineering,0,4,3.8,2.5,3.3,1,1,1,1,11.1,0
10,2025-12-01,Engineering,0,3,3.0,2.6,3.4,0,0,0,0,3.6,0
11,2025-01-01,Sales,0,4,3.6,1.3,4.7,0,1,0,1,14.0,0
11,2025-02-01,Sales,1,4,4.1,1.6,4.8,0,0,1,0,4.8,0
11,2025-03-01,Sales,1,2,2.6,1.5,4.9,0,0,0,0,9.6,0
11,2025-04-01,Sales,0,4,2.5,1.3,5.0,0,0,1,1,6.5,0
11,2025-05-01,Sales,0,5,3.2,2.5,5.0,0,0,0,0,3.8,0
11,2025-06-01,Sales,1,5,3.2,1.9,5.1,1,1,1,1,29.9,1
12,2025-01-01,Engineering,1,3,3.4,5.0,0.9,0,0,1,0,3.1,0
12,2025-02-01,Engineering,1,4,4.0,4.6,1.0,0,0,1,0,3.2,0
12,2025-03-01,Engineering,1,2,3.8,4.4,1.1,0,1,1,0,5.3,0
12,2025-04-01,Engineering,1,2,4.4,3.5,1.1,0,0,1,0,2.9,0
12,2025-05-01,Engineering,1,4,4.1,4.3,1.2,0,0,1,0,3.3,0
12,2025-06-01,Engineering,1,4,3.6,3.6,1.3,0,0,1,0,4.8,0
12,2025-07-01,Engineering,0,4,3.0,4.0,1.4,0,0,0,0,3.5,0
12,2025-08-01,Engineering,1,3,4.0,4.1,1.5,0,0,1,0,3.0,0
12,2025-09-01,Engineering,1,3,3.6,3.9,1.6,0,0,1,0,3.7,0
12,2025-10-01,Engineering,1,3,3.9,3.8,1.6,0,0,0,0,5.5,0
12,2025-11-01,Engineering,1,2,3.6,3.4,1.7,0,0,0,0,5.8,0
12,2025-12-01,Engineering,1,3,3.6,3.5,1.8,1,0,1,0,6.4,0
13,2025-01-01,Operations,0,3,3.7,3.6,1.4,0,1,0,1,9.2,0
13,2025-02-01,Operations,1,3,4.1,3.5,1.5,0,0,0,0,5.7,0
13,2025-03-01,Operations,1,2,3.8,3.3,1.6,0,0,1,0,3.5,0
13,2025-04-01,Operations,0,3,3.5,3.7,1.6,0,0,0,0,2.7,0
13,2025-05-01,Operations,0,4,3.3,3.3,1.7,0,0,0,0,3.7,0
13,2025-06-01,Operations,0,4,5.0,3.1,1.8,0,0,0,0,2.2,0
13,2025-07-01,Operations,0,3,3.8,3.1,1.9,0,0,1,0,1.7,0
13,2025-08-01,Operations,0,3,4.0,2.8,2.0,0,0,1,0,1.7,0
13,2025-09-01,Operations,1,4,4.2,2.9,2.1,0,0,1,0,4.3,0
13,2025-10-01,Operations,0,4,4.0,4.2,2.1,0,0,0,0,2.2,0
13,2025-11-01,Operations,1,2,3.6,3.5,2.2,0,0,1,0,3.3,0
13,2025-12-01,Operations,1,4,3.3,3.4,2.3,0,0,0,0,7.9,0
14,2025-01-01,Operations,0,2,4.9,3.9,2.6,0,1,1,0,1.5,0
14,2025-02-01,Operations,1,5,4.1,3.3,2.7,0,0,0,0,6.9,0
14,2025-03-01,Operations,0,3,3.7,3.1,2.8,0,0,1,0,1.6,0
14,2025-04-01,Operations,0,3,4.0,3.9,2.9,0,0,0,0,1.9,0
14,2025-05-01,Operations,1,2,3.7,2.9,2.9,0,0,0,0,5.7,0
14,2025-06-01,Operations,0,3,4.3,4.5,3.0,0,0,1,0,0.8,0
14,2025-07-01,Operations,0,3,3.6,3.9,3.1,1,0,0,0,3.4,0
14,2025-08-01,Operations,0,3,3.6,3.9,3.2,0,1,1,0,2.5,0
14,2025-09-01,Operations,0,3,4.4,2.9,3.3,0,0,0,0,2.1,0
14,2025-10-01,Operations,0,5,4.0,3.6,3.4,0,1,0,0,5.0,0
14,2025-11-01,Operations,1,3,4.9,4.4,3.4,0,0,1,0,1.6,0
14,2025-12-01,Operations,0,3,3.3,4.7,3.5,0,0,1,1,1.9,0
15,2025-01-01,Operations,0,4,4.1,2.3,4.7,0,0,1,0,1.6,0
15,2025-02-01,Operations,1,2,4.0,2.6,4.8,0,0,0,0,4.5,0
15,2025-03-01,Operations,0,2,3.8,2.5,4.9,0,0,1,0,1.3,0
15,2025-04-01,Operations,0,3,3.9,3.7,5.0,0,0,0,0,1.6,0
15,2025-05-01,Operations,0,5,4.3,3.5,5.0,0,1,0,0,3.9,1
16,2025-01-01,Customer Support,0,4,3.5,3.4,5.6,0,0,0,0,2.2,0
16,2025-02-01,Customer Support,1,1,3.8,3.9,5.7,0,0,0,0,2.6,0
16,2025-03-01,Customer Support,0,4,4.5,3.2,5.8,0,0,0,1,2.8,0
16,2025-04-01,Customer Support,1,3,3.6,3.4,5.8,0,0,1,0,2.6,0
16,2025-05-01,Customer Support,0,3,4.2,3.0,5.9,1,0,0,0,2.6,0
16,2025-06-01,Customer Support,1,5,3.2,3.2,6.0,0,0,0,0,6.6,0
16,2025-07-01,Customer Support,0,2,4.2,3.9,6.1,0,0,0,0,1.0,0
16,2025-08-01,Customer Support,1,4,3.2,2.4,6.2,0,0,1,0,4.4,0
16,2025-09-01,Customer Support,1,1,2.8,3.4,6.3,0,0,1,0,2.4,0
16,2025-10-01,Customer Support,0,3,3.5,2.7,6.3,0,0,1,0,1.3,0
16,2025-11-01,Customer Support,0,3,3.0,2.5,6.4,0,1,0,0,5.1,0
16,2025-12-01,Customer Support,0,3,3.3,2.6,6.5,0,0,1,0,1.4,0
17,2025-01-01,Customer Support,1,2,3.7,3.3,0.9,0,0,1,0,3.9,0
17,2025-02-01,Customer Support,0,4,3.9,2.4,1.0,0,0,1,0,2.6,0
17,2025-03-01,Customer Support,0,2,4.7,2.4,1.1,0,1,1,1,5.2,0
17,2025-04-01,Customer Support,0,3,4.2,3.2,1.1,0,0,1,0,1.6,0
17,2025-05-01,Customer Support,0,4,3.7,3.0,1.2,0,0,1,0,2.3,0
17,2025-06-01,Customer Support,0,3,3.9,1.7,1.3,0,0,0,0,4.4,0
17,2025-07-01,Customer Support,1,3,3.9,3.0,1.4,0,0,1,0,4.4,0
17,2025-08-01,Customer Support,0,4,3.0,2.4,1.5,0,0,0,0,5.5,0
17,2025-09-01,Customer Support,0,4,3.4,2.7,1.6,0,0,0,0,4.3,0
17,2025-10-01,Customer Support,0,2,4.1,3.2,1.6,0,0,1,0,1.4,0
17,2025-11-01,Customer Support,0,5,4.2,2.8,1.7,0,0,0,0,3.7,0
17,2025-12-01,Customer Support,0,4,3.2,3.0,1.8,0,0,0,1,7.3,0
18,2025-01-01,Operations,0,3,1.8,2.6,3.3,0,1,0,0,10.4,0
18,2025-02-01,Operations,0,3,2.5,3.2,3.4,0,0,1,0,2.2,0
18,2025-03-01,Operations,0,2,3.1,3.2,3.5,0,0,1,0,1.5,0
18,2025-04-01,Operations,0,3,3.3,2.5,3.5,0,0,0,0,3.3,1
19,2025-01-01,Operations,0,4,3.6,3.3,1.8,0,0,0,0,3.3,0
19,2025-02-01,Operations,0,4,3.9,2.1,1.9,0,0,1,0,2.6,0
19,2025-03-01,Operations,0,3,4.0,3.6,2.0,0,0,1,0,1.4,0
19,2025-04-01,Operations,1,3,2.6,1.9,2.0,0,1,0,0,23.7,1
20,2025-01-01,Operations,1,4,2.3,2.0,4.9,0,1,0,0,21.5,0
20,2025-02-01,Operations,0,3,1.9,2.3,5.0,0,1,0,0,9.1,0
20,2025-03-01,Operations,1,3,3.0,2.9,5.1,0,0,0,0,6.4,0
20,2025-04-01,Operations,0,3,2.1,2.2,5.2,0,1,1,0,5.4,0
20,2025-05-01,Operations,1,3,2.0,1.7,5.2,0,1,0,0,21.7,0
20,2025-06-01,Operations,0,2,1.3,2.1,5.3,1,1,0,0,15.2,0
20,2025-07-01,Operations,1,2,1.0,3.1,5.4,0,1,0,1,28.3,0
20,2025-08-01,Operations,1,3,1.4,3.5,5.5,0,0,0,0,8.7,0
20,2025-09-01,Operations,1,3,1.5,2.8,5.6,1,0,0,0,15.6,0
20,2025-10-01,Operations,1,4,2.2,1.0,5.7,0,0,0,0,14.8,0
20,2025-11-01,Operations,0,4,1.9,2.6,5.7,0,1,1,0,5.6,0
20,2025-12-01,Operations,1,4,1.0,1.7,5.8,0,0,0,0,17.4,0
21,2025-01-01,Sales,0,3,4.0,1.9,5.6,0,0,1,0,1.5,0
21,2025-02-01,Sales,0,3,3.3,1.0,5.7,0,0,0,0,4.0,0
21,2025-03-01,Sales,1,3,3.6,2.0,5.8,0,0,0,0,6.3,0
21,2025-04-01,Sales,1,2,3.0,1.8,5.8,0,0,0,0,7.0,1
22,2025-01-01,Operations,0,2,4.4,3.4,2.5,0,1,0,0,3.4,0
22,2025-02-01,Operations,1,2,4.6,2.7,2.6,1,0,0,0,7.4,0
22,2025-03-01,Operations,0,5,4.6,3.1,2.7,0,0,0,0,2.6,0
22,2025-04-01,Operations,0,4,5.0,3.3,2.8,0,0,1,0,1.1,0
22,2025-05-01,Operations,0,2,5.0,2.9,2.8,0,0,1,0,0.9,0
22,2025-06-01,Operations,0,3,4.6,3.0,2.9,0,0,1,0,1.2,0
22,2025-07-01,Operations,1,3,4.1,3.6,3.0,0,1,1,0,5.6,0
22,2025-08-01,Operations,0,3,4.7,2.9,3.1,0,0,0,0,1.9,0
22,2025-09-01,Operations,0,3,3.4,3.5,3.2,0,0,1,1,2.7,0
22,2025-10-01,Operations,1,2,4.4,3.9,3.2,0,1,1,0,3.9,0
22,2025-11-01,Operations,0,4,4.0,3.1,3.3,0,0,0,0,2.6,0
22,2025-12-01,Operations,0,3,4.4,3.6,3.4,0,1,1,0,2.0,0
23,2025-01-01,Operations,0,3,4.1,2.6,0.1,0,0,1,0,2.2,0
23,2025-02-01,Operations,1,5,3.4,2.3,0.2,0,0,0,0,14.8,0
23,2025-03-01,Operations,0,1,3.5,2.0,0.3,0,0,0,0,3.9,0
23,2025-04-01,Operations,0,4,3.8,1.7,0.3,0,0,1,0,3.6,0
23,2025-05-01,Operations,1,4,3.8,1.9,0.4,0,0,1,0,8.0,0
23,2025-06-01,Operations,0,4,3.7,1.5,0.5,0,0,0,0,6.3,0
23,2025-07-01,Operations,1,3,3.6,2.8,0.6,0,0,1,0,5.6,0
23,2025-08-01,Operations,0,2,2.1,2.5,0.7,0,1,0,0,11.2,1
24,2025-01-01,Customer Support,0,4,4.1,3.3,5.2,0,0,1,0,1.2,0
24,2025-02-01,Customer Support,1,4,3.8,3.3,5.3,0,0,0,0,4.9,0
24,2025-03-01,Customer Support,0,3,3.2,3.5,5.4,0,0,0,0,2.0,0
24,2025-04-01,Customer Support,1,4,4.1,3.5,5.5,0,0,1,0,2.5,0
24,2025-05-01,Customer Support,0,3,4.1,3.7,5.5,0,0,1,0,0.9,0
24,2025-06-01,Customer Support,1,4,5.0,2.2,5.6,0,0,1,0,2.7,0
24,2025-07-01,Customer Support,0,3,4.6,4.0,5.7,0,0,1,0,0.6,0
24,2025-08-01,Customer Support,0,4,4.0,3.9,5.8,0,0,0,0,1.5,0
24,2025-09-01,Customer Support,0,4,3.9,2.1,5.9,0,0,0,0,2.7,0
24,2025-10-01,Customer Support,0,4,3.7,3.4,6.0,0,1,0,0,3.8,0
24,2025-11-01,Customer Support,0,5,4.0,2.1,6.0,0,0,1,1,3.2,0
24,2025-12-01,Customer Support,0,2,3.0,3.6,6.1,0,0,0,1,3.0,0
25,2025-01-01,Operations,0,3,2.7,2.3,4.1,0,0,0,0,4.0,0
25,2025-02-01,Operations,0,4,3.0,4.0,4.2,0,0,0,0,2.5,0
25,2025-03-01,Operations,0,4,3.3,3.7,4.3,0,1,0,0,4.8,0
25,2025-04-01,Operations,0,2,2.8,4.7,4.3,0,0,0,0,1.6,0
25,2025-05-01,Operations,1,3,3.3,3.8,4.4,0,0,0,0,4.9,0
25,2025-06-01,Operations,0,4,3.3,2.5,4.5,0,0,1,0,2.1,0
25,2025-07-01,Operations,0,3,2.9,2.8,4.6,0,1,0,0,6.0,1
26,2025-01-01,Customer Support,0,4,1.6,3.3,0.4,0,1,0,0,14.2,1
27,2025-01-01,Engineering,0,3,3.5,3.1,5.8,0,0,1,0,1.2,0
27,2025-02-01,Engineering,0,3,4.2,3.4,5.9,0,1,0,1,5.0,0
27,2025-03-01,Engineering,0,4,4.4,2.3,6.0,0,0,1,0,1.3,0
27,2025-04-01,Engineering,0,2,3.7,2.7,6.0,1,0,0,0,2.9,0
27,2025-05-01,Engineering,0,2,4.0,4.5,6.1,0,1,1,0,1.1,0
27,2025-06-01,Engineering,0,3,3.5,3.3,6.2,0,0,1,0,1.1,0
27,2025-07-01,Engineering,0,3,3.9,3.4,6.3,0,0,1,0,0.9,0
27,2025-08-01,Engineering,0,3,4.3,3.4,6.4,0,0,0,0,1.3,0
27,2025-09-01,Engineering,0,4,5.0,3.2,6.5,0,1,1,1,2.7,0
27,2025-10-01,Engineering,0,4,4.0,3.2,6.5,0,0,1,0,1.1,0
27,2025-11-01,Engineering,1,4,4.6,3.9,6.6,0,0,0,0,2.7,0
27,2025-12-01,Engineering,0,3,4.5,3.6,6.7,0,0,1,0,0.7,0
28,2025-01-01,Operations,0,3,2.9,1.9,2.9,0,0,0,1,8.4,0
28,2025-02-01,Operations,0,3,4.0,2.5,3.0,0,0,1,0,1.7,0
28,2025-03-01,Operations,0,3,3.2,2.4,3.1,0,0,1,0,2.3,0
28,2025-04-01,Operations,0,2,3.6,2.8,3.1,0,0,1,0,1.5,0
28,2025-05-01,Operations,0,3,4.8,2.1,3.2,0,0,1,0,1.4,0
28,2025-06-01,Operations,1,3,4.4,2.2,3.3,0,0,1,0,3.7,0
28,2025-07-01,Operations,0,3,3.4,2.8,3.4,0,0,0,0,3.0,1
29,2025-01-01,Sales,0,4,2.4,4.6,0.6,1,0,1,0,3.9,0
29,2025-02-01,Sales,0,3,2.6,5.0,0.7,0,0,0,0,2.8,0
29,2025-03-01,Sales,1,3,2.6,3.6,0.8,0,0,0,0,9.7,0
29,2025-04-01,Sales,1,4,1.2,4.1,0.8,0,0,0,0,14.9,1
30,2025-01-01,Customer Support,0,3,5.0,2.9,5.1,0,0,0,0,1.4,0
30,2025-02-01,Customer Support,1,4,4.6,2.4,5.2,0,0,0,0,5.0,0
30,2025-03-01,Customer Support,0,2,4.1,2.3,5.3,0,0,1,0,1.1,0
30,2025-04-01,Customer Support,0,2,4.0,3.1,5.3,0,1,1,0,1.9,0
30,2025-05-01,Customer Support,1,3,4.8,3.0,5.4,0,0,0,0,3.3,0
30,2025-06-01,Customer Support,0,3,4.6,2.4,5.5,1,0,0,0,2.8,0
30,2025-07-01,Customer Support,1,1,3.6,2.9,5.6,0,0,1,0,2.3,0
30,2025-08-01,Customer Support,0,3,4.3,3.1,5.7,0,0,0,0,1.5,0
30,2025-09-01,Customer Support,0,4,4.8,3.2,5.8,0,0,1,0,0.9,0
30,2025-10-01,Customer Support,1,3,3.9,2.2,5.8,0,0,0,0,5.4,1
31,2025-01-01,Customer Support,0,3,1.6,2.9,5.7,0,1,0,1,13.4,0
31,2025-02-01,Customer Support,0,3,2.3,2.6,5.8,0,0,1,1,3.8,0
31,2025-03-01,Customer Support,1,3,2.6,3.0,5.9,0,0,0,1,11.2,0
31,2025-04-01,Customer Support,1,2,2.5,3.5,6.0,1,1,0,0,14.9,0
31,2025-05-01,Customer Support,0,4,3.0,3.3,6.0,0,0,0,0,2.5,0
31,2025-06-01,Customer Support,1,2,2.8,2.6,6.1,0,0,1,0,3.6,0
31,2025-07-01,Customer Support,0,3,2.2,2.8,6.2,0,0,1,1,3.5,0
31,2025-08-01,Customer Support,1,4,1.8,2.4,6.3,1,1,1,0,19.7,0
31,2025-09-01,Customer Support,1,4,1.6,3.9,6.4,0,0,1,0,4.8,0
31,2025-10-01,Customer Support,0,2,2.5,3.1,6.5,0,1,0,0,4.4,0
31,2025-11-01,Customer Support,0,2,2.9,3.6,6.5,1,1,0,0,5.3,0
31,2025-12-01,Customer Support,0,3,2.6,2.5,6.6,0,0,1,0,1.8,0
32,2025-01-01,Sales,1,3,3.7,4.3,2.5,0,0,1,0,2.8,0
32,2025-02-01,Sales,0,4,3.6,2.5,2.6,0,1,0,0,7.4,0
32,2025-03-01,Sales,0,4,3.6,3.7,2.7,0,0,1,0,1.6,0
32,2025-04-01,Sales,0,4,3.9,2.9,2.8,0,0,1,0,1.9,0
32,2025-05-01,Sales,1,4,3.3,3.0,2.8,0,0,0,0,8.4,0
32,2025-06-01,Sales,0,4,3.7,4.3,2.9,0,1,1,0,2.6,0
32,2025-07-01,Sales,0,3,3.5,3.1,3.0,1,1,1,0,5.4,0
32,2025-08-01,Sales,1,2,2.0,3.8,3.1,0,1,0,0,14.0,1
33,2025-01-01,Operations,1,3,3.8,4.5,1.4,0,0,1,0,2.9,0
33,2025-02-01,Operations,0,3,2.6,3.1,1.5,0,0,1,0,2.7,0
33,2025-03-01,Operations,0,3,2.8,3.1,1.6,0,0,0,0,4.1,0
33,2025-04-01,Operations,0,2,2.8,4.1,1.6,0,0,0,0,2.7,0
33,2025-05-01,Operations,1,4,3.7,3.0,1.7,0,0,0,0,8.3,0
33,2025-06-01,Operations,0,4,2.5,3.7,1.8,1,0,0,0,6.9,0
33,2025-07-01,Operations,0,2,2.3,3.2,1.9,0,0,0,1,7.0,0
33,2025-08-01,Operations,0,3,3.1,3.7,2.0,0,0,1,0,1.8,0
33,2025-09-01,Operations,0,4,3.7,2.8,2.1,0,0,1,0,2.2,0
33,2025-10-01,Operations,0,4,3.1,3.8,2.1,0,0,1,0,2.0,1
34,2025-01-01,Engineering,0,3,3.2,1.7,5.7,0,1,1,0,4.1,0
34,2025-02-01,Engineering,1,3,3.0,2.1,5.8,0,0,0,0,7.4,0
34,2025-03-01,Engineering,0,4,3.3,1.8,5.9,0,0,1,0,2.2,0
34,2025-04-01,Engineering,1,2,3.2,2.4,6.0,0,1,1,0,6.5,0
34,2025-05-01,Engineering,1,3,3.8,2.1,6.0,1,0,1,0,5.6,0
34,2025-06-01,Engineering,1,3,3.5,2.5,6.1,0,0,0,0,5.4,0
34,2025-07-01,Engineering,0,4,3.1,1.9,6.2,0,0,1,0,2.2,0
34,2025-08-01,Engineering,1,2,3.1,2.0,6.3,0,0,0,0,6.1,0
34,2025-09-01,Engineering,0,4,2.5,2.2,6.4,0,0,0,0,3.9,0
34,2025-10-01,Engineering,0,3,1.9,2.4,6.5,0,1,1,0,4.7,0
34,2025-11-01,Engineering,1,2,2.3,2.5,6.5,1,0,0,0,10.6,0
34,2025-12-01,Engineering,0,3,3.2,2.6,6.6,0,1,1,0,2.8,0
35,2025-01-01,Sales,0,3,3.4,3.5,4.2,0,0,0,0,2.2,0
35,2025-02-01,Sales,0,4,2.4,3.4,4.3,0,0,1,0,2.2,0
35,2025-03-01,Sales,0,4,1.3,4.2,4.4,0,0,0,1,7.3,0
35,2025-04-01,Sales,0,4,2.6,3.2,4.5,0,0,0,0,3.5,0
35,2025-05-01,Sales,0,3,2.6,2.3,4.5,0,0,0,0,4.0,0
35,2025-06-01,Sales,0,3,2.0,4.1,4.6,0,1,0,1,9.7,0
35,2025-07-01,Sales,1,1,2.4,3.6,4.7,0,1,1,0,6.1,0
35,2025-08-01,Sales,0,4,2.4,4.1,4.8,0,1,0,0,5.5,0
